Headword,Entry No.,No.,Syllabary,Stem,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Compare 1,Compare 2,Compare 3,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎧᏬᎳᏕᏍᎪᎢ,1309.4,1309,ᎧᏬᎳᏕᏍᎪᎢ,,kawoladesgo’i,ka-wo-la-de-s-go-i,kạwolạdésgó’i,kawo:ladé:sgó:’i,verb (v.i.),3rd person singular present habitual,,he/she breathes,,,,,,,,,,,,,,,,,,,breathe,,,,,,,,Sentence_for_entry_1309.m4a,Ꮎ ᎠᏧᏣ ᎤᏓᏅᎯᏓ ᎤᏓᎾᏩᏍᏔᏅ ᎢᏳᏍᏗ ᏍᏓᏯ *ᎧᏬᎳᏕᎠ.*,ná achű:ja udanv:hi̋:da udanâ:wstanv̋: iyű:sdi sda̋:ya *kawoldé:’a*,The boy *is breathing* hard because he ran a long distance.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎭᏬᎳᏓᎩ,1309.5,1309,ᎭᏬᎳᏓᎩ,,hahwoladagi,ha-wo-la-da-gi,hạhwolạdạgi,hahwo:ladagi,verb (v.i.),imperative with animate/ inanimate direct objects,,breathe!,,,,,,,,,,,,,,,,,,,breathe,,,,,,,,Sentence_for_entry_1309.m4a,Ꮎ ᎠᏧᏣ ᎤᏓᏅᎯᏓ ᎤᏓᎾᏩᏍᏔᏅ ᎢᏳᏍᏗ ᏍᏓᏯ *ᎧᏬᎳᏕᎠ.*,ná achű:ja udanv:hi̋:da udanâ:wstanv̋: iyű:sdi sda̋:ya *kawoldé:’a*,The boy *is breathing* hard because he ran a long distance.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏬᎳᏕᏍᏗ,1309.6,1309,ᎤᏬᎳᏕᏍᏗ,,uhwoladesdi,u-wo-la-de-s-di,uhwolạdèsdi,u:hwo:ladè:sdi,verb (v.i.),3rd person singular infinitive,,to breathe,,,,,,,,,,,,,,,,,,,breathe,,,,,,,,Sentence_for_entry_1309.m4a,Ꮎ ᎠᏧᏣ ᎤᏓᏅᎯᏓ ᎤᏓᎾᏩᏍᏔᏅ ᎢᏳᏍᏗ ᏍᏓᏯ *ᎧᏬᎳᏕᎠ.*,ná achű:ja udanv:hi̋:da udanâ:wstanv̋: iyű:sdi sda̋:ya *kawoldé:’a*,The boy *is breathing* hard because he ran a long distance.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎧᏬᏄ,1310.1,1310,ᎧᏬᏄ,,kawonu,ka-wo-nu,kạwǒnu,kawǒ:nu,noun,singular,,duck,,,,,,,,,,,,,,,,,,,duck,,,,,,,,Sentence_for_entry_1310.m4a,ᎧᏬᏄ ᎠᎹᏱ ᎤᏂᎸᏉᏗ.,kawǒ:nu amǎ:yi u:ni:lv̋:kwdi,Ducks like the water.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎧᏴᏐᎵ,1311.1,1311,ᎧᏴᏐᎵ,,kayvsoli,ka-yv-so-li,kạyvsőli,kayv:ső:li,noun,singular,,his/her nose,,,,,,,,,,,,,,,,,,,nose,,,,dekạ́yv̌sgwọ́’ịha,,,,Sentence_for_entry_1311.m4a,ᎧᏴᏐᎵ ᎠᏓᏁᎦᎵ ᎤᏗᏞᎩ ᎠᎦᎵᏍᎬ ᎢᏳᏍᏗ.,kayv:ső:li à:dané:gali udi̋:hlehgi à:gá:li:sgv̋ iyű:sdi,His nose is peeling due to the hot sun.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏕᎦ,1312.1,1312,ᎬᏕᎦ,,kdega,gv-de-ga,kdéga,kdé:ga,verb (v.t.),3rd person singular,,he/she is parting with him/her,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏥᏴᏕᎦ,1312.2,1312,ᏥᏴᏕᎦ,,jiyvdega,tsi-yv-de-ga,jiyv̀déga,ji:yv̀:dé:ga,verb (v.t.),1st person singular with animate/ inanimate object,,I’m parting with him/her,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏕᏨᎢ,1312.3,1312,ᎤᏮᏕᏨᎢ,,uwhdejv’i,u-wv-de-tsv-i,ùwhdéjv̌’i,ù:whdé:jv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she parted with him/her,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏕᎪᎢ,1312.4,1312,ᎬᏕᎪᎢ,,kdego’i,gv-de-go-i,kdégó’i,kdé:gó:’i,verb (v.t.),3rd person singular present habitual,,he/she parts with him/her,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎯᏴᏕᎩ,1312.5,1312,ᎯᏴᏕᎩ,,hiyvdegi,hi-yv-de-gi,hiyv̀dègi,hi:yv̀:dè:gi,verb (v.t.),imperative with animate/ inanimate direct objects,,part with him/her!,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏕᎢᏍᏗ,1312.6,1312,ᎤᏮᏕᎢᏍᏗ,,uwhde’isdi,u-wv-de-i-s-di,ụwhde’ị́sdi,uwhde:’ísdi,verb (v.t.),3rd person singular infinitive,,to part with someone,,,,,,,,refers to in death,,,,,,,,,,,part with,death,,,,,,,Sentence_for_entry_1312.m4a,ᎯᎳ ᎢᏴ ᏥᎨᏒ *ᎤᏮᏕᏤ* ᎠᏂᏁᎵ? Ꮭ ᏯᏆᏅᏖ ᏁᎲᎾ ᎨᏒᎢ.,hilá: iyv̋: jigè:sv̋: *ù:whdé:jé:* ani:ne̋:li hla yagwá:nhté ne:hv̋:na gè:sv̋:’i,When did her husband *part with her?* I didn’t know he was not living.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏗᎭ,1313.1,1313,ᎬᏗᎭ,,kdiha,gv-di-ha,kdị́ha,kdíha,verb (v.t.),3rd person singular,,he/she is using it,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏗᎭ,1313.2,1313,ᎬᏗᎭ,,gvdiha,gv-di-ha,gv̀dị́ha,gv̀:díha,verb (v.t.),1st person singular with animate/ inanimate object,,I’m using it,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏔᏅᎢ,1313.3,1313,ᎤᏮᏔᏅᎢ,,uwhtanv’i,u-wv-ta-nv-i,ùwhtạnv́’i,ù:whtanv́:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she used it,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏗᏍᎪᎢ,1313.4,1313,ᎬᏗᏍᎪᎢ,,kdisgo’i,gv-di-s-go-i,kdǐsgọ́’i,kdǐ:sgó’i,verb (v.t.),3rd person singular present habitual,,he/she uses it,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᏓ,1313.5,1313,ᎲᏓ,,hvhda,hv-da,hṿhda,hvhda,verb (v.t.),imperative with animate/ inanimate direct objects,,use it!,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏙᏗ,1313.6,1313,ᎤᏮᏙᏗ,,uwhdohdi,u-wv-do-di,ụwhdọ́hdi,uwhdóhdi,verb (v.t.),3rd person singular infinitive,,to use something,,,,,,,,,,,,,,,,,,,use,,,,,,,,Sentence_for_entry_1313.m4a,ᎠᏙᎳᏅ*ᏍᏗ ᎬᏗᏍᎪ* ᏯᏇᏙᎳ.,adolnv̋:sdi *gv̀:dǐ:sgó* yagwé:dő:la,*I use* a cane when I walk around.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏜᏗᎠ,1314.1,1314,ᎬᏜᏗᎠ,,kdladi’a,gv-dla-di-a,kdlạdị́’a,kdladí’a,verb (v.t.),3rd person singular,,he/she is putting out a fire,he/she is putting out a light,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏜᏗᎠ,1314.2,1314,ᎬᏜᏗᎠ,,gvdladi’a,gv-dla-di-a,gv̀dlạdị́’a,gv̀:dladí’a,verb (v.t.),1st person singular with animate/ inanimate object,,I’m putting out a fire,I’m putting out a light,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏜᏛᎢ,1314.3,1314,ᎤᏮᏜᏛᎢ,,uwhdladv’i,u-wv-dla-dv-i,ùwhdlạ́dv̌’i,ù:whdládv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she put out a fire,he/she put out a fire,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏜᏗᏍᎪᎢ,1314.4,1314,ᎬᏜᏗᏍᎪᎢ,,kdladisgo’i,gv-dla-di-s-go-i,kdlạdîsgọ́’i,kdladî:sgó’i,verb (v.t.),3rd person singular present habitual,,he/she puts out a fire,he/she puts out a fire,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᏜᏓ,1314.5,1314,ᎲᏜᏓ,,hvhdlada,hv-dla-da,hṿhdlạda,hvhdlada,verb (v.t.),imperative with animate/ inanimate direct objects,,put out a fire!,put out a light!,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏜᏗᏍᏗ,1314.6,1314,ᎤᏮᏜᏗᏍᏗ,,uwhdladisdi,u-wv-dla-di-s-di,ụwhdlạdìsdi,uwhdladì:sdi,verb (v.t.),3rd person singular infinitive,,to put out a fire,to put out a light,,,,,,,,,,,,,,,,,,put out,fire,turn out,light,kdlosga,,,,Sentence_for_entry_1314_01.m4a,*ᎲᏜᏓ* ᎪᏛᎢ‚ ᏙᏳ ᎤᏗᏞᎦ.,*hv́hdlada* gotv̋:’i‚ do:yű ù:di:hléhga,*Put out* the fire‚ it’s too hot.,Sentence_for_entry_1314_02.m4a,ᏓᏨᏍᏛ *ᏚᏮᏜᏛ* ᎠᎾᎦᎵᏍᎩ.,dà:jv̌:stv̋: *dù:whdlá’dv* anà:galǐ:sgi,The lightning *put* the lights *out.*,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏟᎭ,1315.1,1315,ᎬᏟᎭ,,kdliha,gv-tli-ha,kdlị́ha,kdlíha,verb (v.t.),3rd person singular,,he/she is sharpening it,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏟᎭ,1315.2,1315,ᎬᏟᎭ,,gvdliha,gv-tli-ha,gv̀dlị́ha,gv̀:dlíha,verb (v.t.),1st person singular with animate/ inanimate object,,I’m sharpening it,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏢᎲᎢ,1315.3,1315,ᎤᏮᏢᎲᎢ,,uwhdlvhv’i,u-wv-tlv-hv-i,ùwhdlvhv̌’i,ù:whdlv:hv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she sharpened it,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏟᏍᎪᎢ,1315.4,1315,ᎬᏟᏍᎪᎢ,,kdlisgo’i,gv-tli-s-go-i,kdlǐsgọ́’i,kdlǐ:sgó’i,verb (v.t.),3rd person singular present habitual,,he/she sharpens it,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎲᏜ,1315.5,1315,ᎲᏜ,,hvhdla,hv-dla,hṿhdla,hvhdla,verb (v.t.),imperative with animate/ inanimate direct objects,,sharpen it!,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏮᏢᏗ,1315.6,1315,ᎤᏮᏢᏗ,,uwhdlvhdi,u-wv-tlv-di,ụwhdlṿhdi,uwhdlvhdi,verb (v.t.),3rd person singular infinitive,,to sharpen something,,,,,,,,,,,,,,,,,,,sharpen,,,,,,,,Sentence_for_entry_1315.m4a,ᏏᏍ *ᎲᏟᎭ* ᎦᎷᏯᏍᏗ?,sǐ:s *hvhdlǐ:ha* galùysdi,*Are you* still *sharpening* the axe?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎬᏠᏍᎦ,1316.1,1316,ᎬᏠᏍᎦ,,kdlosga,gv-tlo-s-ga,kdlosga,kdlo:sga,verb (v.i.),3rd person singular,,it is going out,,,,,,,,refers to fire‚ light,,,,,,,,,,,go out,out,,,kdlạdị́’a,,,,Sentence_for_entry_1316.m4a,ᏚᎪᏃᎿ ᎠᏓ *ᎤᏮᏠᏒ* ᎪᏛᎢ.,dù:góhnohna ada *ùwhdlǒ:sv́* go:tv̋:’i,When the wood burned up‚ the fire *went out.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,,,,,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
