verb,person,tense,form,form (JW),notes
take from someone (long),Ep,inf,oojii.yvʔéhti,o²²ji²².yv²ʔe³hti²,
take from someone (long),2p,inf,eejii.yvʔéhti,e²²ji²².yv²ʔe³hti²,
take from someone (long),3p,inf,uunii.yvʔéhti,u²²ni²².yv²ʔe³hti²,
take from someone (long),1s,presimp,jií.yv́vsi,ji²³.yv³²si²,
take from someone (long),2s,presimp,hii.yv̀v̀si,hi²².yv²¹si²,
take from someone (long),3s,presimp,waa.yv́vsi,wa²².yv³²si²,
take from someone (long),Id,presimp,eéníí.yv̀v̀si,e²³ni³³.yv²¹si²,
take from someone (long),Ed,presimp,woóstíí.yv̀v̀si,wo²³sti³³.yv²¹si²,
take from someone (long),2d,presimp,eestii.yv̀v̀si,e²²sti²².yv²¹si²,
take from someone (long),Ip,presimp,eétíí.yv̀v̀si,e²³ti³³.yv²¹si²,
take from someone (long),Ep,presimp,woójíí.yv̀v̀si,wo²³ji³³.yv²¹si²,
take from someone (long),2p,presimp,eejii.yv̀v̀si,e²²ji²².yv²¹si²,
take from someone (long),3p,presimp,waníí.yv̀v̀si,wa²ni³³.yv²¹si²,
take from someone (long),1s,futimp,jii.yv́v́ʔeelvvʔi,ji²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),2s,futimp,hii.yv́v́ʔeelvvʔi,hi²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),3s,futimp,àà.yv́v́ʔeelvvʔi,a²¹.yv³³ʔe²²lv²²ʔi²,
take from someone (long),Id,futimp,èènii.yv́v́ʔeelvvʔi,e²¹ni²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),Ed,futimp,òòstii.yv́v́ʔeelvvʔi,o²¹sti²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),2d,futimp,èèstii.yv́v́ʔeelvvʔi,e²¹sti²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),Ip,futimp,èètii.yv́v́ʔeelvvʔi,e²¹ti²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),Ep,futimp,òòjii.yv́v́ʔeelvvʔi,o²¹ji²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),2p,futimp,èèjii.yv́v́ʔeelvvʔi,e²¹ji²².yv³³ʔe²²lv²²ʔi²,
take from someone (long),3p,futimp,àànii.yv́v́ʔeelvvʔi,a²¹ni²².yv³³ʔe²²lv²²ʔi²,
take from someone (neutral),1s,pres,jii.kííʔeeha,ji²².ki³³ʔe²²ha²,
take from someone (neutral),2s,pres,hii.kííʔeeha,hi²².ki³³ʔe²²ha²,
take from someone (neutral),3s,pres,àà.kííʔeeha,a²¹.ki³³ʔe²²ha²,
take from someone (neutral),Id,pres,èènii.kííʔeeha,e²¹ni²².ki³³ʔe²²ha²,
take from someone (neutral),Ed,pres,òòstii.kííʔeeha,o²¹sti²².ki³³ʔe²²ha²,
take from someone (neutral),2d,pres,èèstii.kííʔeeha,e²¹sti²².ki³³ʔe²²ha²,
take from someone (neutral),Ip,pres,èètii.kííʔeeha,e²¹ti²².ki³³ʔe²²ha²,
take from someone (neutral),Ep,pres,òòjii.kííʔeeha,o²¹ji²².ki³³ʔe²²ha²,
take from someone (neutral),2p,pres,èèjii.kííʔeeha,e²¹ji²².ki³³ʔe²²ha²,
take from someone (neutral),3p,pres,àànii.kííʔeeha,a²¹ni²².ki³³ʔe²²ha²,
take from someone (neutral),1s,hab,jii.kííʔeehóóʔi,ji²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),2s,hab,hii.kííʔeehóóʔi,hi²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),3s,hab,àà.kííʔeehóóʔi,a²¹.ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),Id,hab,èènii.kííʔeehóóʔi,e²¹ni²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),Ed,hab,òòstii.kííʔeehóóʔi,o²¹sti²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),2d,hab,èèstii.kííʔeehóóʔi,e²¹sti²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),Ip,hab,èètii.kííʔeehóóʔi,e²¹ti²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),Ep,hab,òòjii.kííʔeehóóʔi,o²¹ji²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),2p,hab,èèjii.kííʔeehóóʔi,e²¹ji²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),3p,hab,àànii.kííʔeehóóʔi,a²¹ni²².ki³³ʔe²²ho³³ʔi²,
take from someone (neutral),1s,rempast,jii.kííʔeelvv́ʔi,ji²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),2s,rempast,hii.kííʔeelvv́ʔi,hi²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),3s,rempast,ùù.kííʔeelvv́ʔi,u²¹.ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),Id,rempast,èènii.kííʔeelvv́ʔi,e²¹ni²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),Ed,rempast,òòstii.kííʔeelvv́ʔi,o²¹sti²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),2d,rempast,èèstii.kííʔeelvv́ʔi,e²¹sti²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),Ip,rempast,èètii.kííʔeelvv́ʔi,e²¹ti²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),Ep,rempast,òòjii.kííʔeelvv́ʔi,o²¹ji²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),2p,rempast,èèjii.kííʔeelvv́ʔi,e²¹ji²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),3p,rempast,ùùnii.kííʔeelvv́ʔi,u²¹ni²².ki³³ʔe²²lv²³ʔi²,
take from someone (neutral),1s,reppast,jii.kííʔeelééʔi,ji²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),2s,reppast,hii.kííʔeelééʔi,hi²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),3s,reppast,ùù.kííʔeelééʔi,u²¹.ki³³ʔe²²le³³ʔi²,
take from someone (neutral),Id,reppast,èènii.kííʔeelééʔi,e²¹ni²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),Ed,reppast,òòstii.kííʔeelééʔi,o²¹sti²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),2d,reppast,èèstii.kííʔeelééʔi,e²¹sti²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),Ip,reppast,èètii.kííʔeelééʔi,e²¹ti²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),Ep,reppast,òòjii.kííʔeelééʔi,o²¹ji²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),2p,reppast,èèjii.kííʔeelééʔi,e²¹ji²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),3p,reppast,ùùnii.kííʔeelééʔi,u²¹ni²².ki³³ʔe²²le³³ʔi²,
take from someone (neutral),1s,immpast,jii.kíísi,ji²².ki³³si²,
take from someone (neutral),2s,immpast,hii.kíísi,hi²².ki³³si²,
take from someone (neutral),3s,immpast,àà.kíísi,a²¹.ki³³si²,
take from someone (neutral),Id,immpast,èènii.kíísi,e²¹ni²².ki³³si²,
take from someone (neutral),Ed,immpast,òòstii.kíísi,o²¹sti²².ki³³si²,
take from someone (neutral),2d,immpast,èèstii.kíísi,e²¹sti²².ki³³si²,
take from someone (neutral),Ip,immpast,èètii.kíísi,e²¹ti²².ki³³si²,
take from someone (neutral),Ep,immpast,òòjii.kíísi,o²¹ji²².ki³³si²,
take from someone (neutral),2p,immpast,èèjii.kíísi,e²¹ji²².ki³³si²,
take from someone (neutral),3p,immpast,àànii.kíísi,a²¹ni²².ki³³si²,
take from someone (neutral),1s,fut,tajií.kíʔeeli,ta²ji²³.ki³ʔe²²li²,
take from someone (neutral),2s,fut,thií.kíʔeeli,thi²³.ki³ʔe²²li²,
take from someone (neutral),3s,fut,tvv́.kíʔeeli,tv²³.ki³ʔe²²li²,
take from someone (neutral),Id,fut,tayeéníí.kiʔeeli,ta²ye²³ni³³.ki²ʔe²²li²,
take from someone (neutral),Ed,fut,tayoóstíí.kiʔeeli,ta²yo²³sti³³.ki²ʔe²²li²,
take from someone (neutral),2d,fut,tayeéstíí.kiʔeeli,ta²ye²³sti³³.ki²ʔe²²li²,
take from someone (neutral),Ip,fut,tayeétíí.kiʔeeli,ta²ye²³ti³³.ki²ʔe²²li²,
take from someone (neutral),Ep,fut,tayoójíí.kiʔeeli,ta²yo²³ji³³.ki²ʔe²²li²,
take from someone (neutral),2p,fut,tayeéjíí.kiʔeeli,ta²ye²³ji³³.ki²ʔe²²li²,
take from someone (neutral),3p,fut,tvv́níí.kiʔeeli,tv²³ni³³.ki²ʔe²²li²,
take from someone (neutral),1s,inf,jii.kiʔéhti,ji²².ki²ʔe³hti²,
take from someone (neutral),2s,inf,hii.kiʔéhti,hi²².ki²ʔe³hti²,
take from someone (neutral),3s,inf,uu.kiʔéhti,u²².ki²ʔe³hti²,
take from someone (neutral),Id,inf,eenii.kiʔéhti,e²²ni²².ki²ʔe³hti²,
take from someone (neutral),Ed,inf,oostii.kiʔéhti,o²²sti²².ki²ʔe³hti²,
take from someone (neutral),2d,inf,eestii.kiʔéhti,e²²sti²².ki²ʔe³hti²,
take from someone (neutral),Ip,inf,eetii.kiʔéhti,e²²ti²².ki²ʔe³hti²,
take from someone (neutral),Ep,inf,oojii.kiʔéhti,o²²ji²².ki²ʔe³hti²,
take from someone (neutral),2p,inf,eejii.kiʔéhti,e²²ji²².ki²ʔe³hti²,
take from someone (neutral),3p,inf,uunii.kiʔéhti,u²²ni²².ki²ʔe³hti²,
take from someone (neutral),1s,presimp,jií.kíisi,ji²³.ki³²si²,
take from someone (neutral),2s,presimp,hii.kììsi,hi²².ki²¹si²,
take from someone (neutral),3s,presimp,wa.kíisi,wa².ki³²si²,
take from someone (neutral),Id,presimp,eéníí.kììsi,e²³ni³³.ki²¹si²,
take from someone (neutral),Ed,presimp,woóstíí.kììsi,wo²³sti³³.ki²¹si²,
take from someone (neutral),2d,presimp,eestii.kììsi,e²²sti²².ki²¹si²,
take from someone (neutral),Ip,presimp,eétíí.kììsi,e²³ti³³.ki²¹si²,
take from someone (neutral),Ep,presimp,woójíí.kììsi,wo²³ji³³.ki²¹si²,
take from someone (neutral),2p,presimp,eejii.kììsi,e²²ji²².ki²¹si²,
take from someone (neutral),3p,presimp,waníí.kììsi,wa²ni³³.ki²¹si²,
take from someone (neutral),1s,futimp,jii.kííʔeelvvʔi,ji²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),2s,futimp,hii.kííʔeelvvʔi,hi²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),3s,futimp,àà.kííkííʔeelvvʔi,a²¹.ki³³ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),Id,futimp,èènii.kííʔeelvvʔi,e²¹ni²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),Ed,futimp,òòstii.kííʔeelvvʔi,o²¹sti²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),2d,futimp,èèstii.kííʔeelvvʔi,e²¹sti²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),Ip,futimp,èètii.kííʔeelvvʔi,e²¹ti²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),Ep,futimp,òòjii.kííʔeelvvʔi,o²¹ji²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),2p,futimp,èèjii.kííʔeelvvʔi,e²¹ji²².ki³³ʔe²²lv²²ʔi²,
take from someone (neutral),3p,futimp,àànii.kííʔeelvvʔi,a²¹ni²².ki³³ʔe²²lv²²ʔi²,
take off running,1s,pres,k.atanáawstíha,k.a²ta²na³²wsti³ha²,
take off running,2s,pres,h.atanáawstíha,h.a²ta²na³²wsti³ha²,
take off running,3s,pres,àà.tanáawstíha,a²¹.ta²na³²wsti³ha²,
take off running,Id,pres,téén.atanáawstíha,te³³n.a²ta²na³²wsti³ha²,
take off running,Ed,pres,tòòst.atanáawstíha,to²¹st.a²ta²na³²wsti³ha²,
take off running,2d,pres,teest.átánáawstíha,te²²st.a³ta³na³²wsti³ha²,
take off running,Ip,pres,téét.atanáawstíha,te³³t.a²ta²na³²wsti³ha²,
take off running,Ep,pres,tòòj.atanáawstíha,to²¹j.a²ta²na³²wsti³ha²,
take off running,2p,pres,tééj.atanáawstíha,te³³j.a²ta²na³²wsti³ha²,
take off running,3p,pres,tààn.atanáawstíha,ta²¹n.a²ta²na³²wsti³ha²,
take off running,1s,hab,k.atanáawstiískóʔi,k.a²ta²na³²wsti²³sko³ʔi²,
take off running,2s,hab,h.atanáawstiískóʔi,h.a²ta²na³²wsti²³sko³ʔi²,
take off running,3s,hab,àà.tanáawstiískóʔi,a²¹.ta²na³²wsti²³sko³ʔi²,
take off running,Id,hab,téén.atanáawstiískóʔi,te³³n.a²ta²na³²wsti²³sko³ʔi²,
take off running,Ed,hab,tòòst.atanáawstiískóʔi,to²¹st.a²ta²na³²wsti²³sko³ʔi²,
take off running,2d,hab,teest.átánáawstiískóʔi,te²²st.a³ta³na³²wsti²³sko³ʔi²,
take off running,Ip,hab,téét.atanáawstiískóʔi,te³³t.a²ta²na³²wsti²³sko³ʔi²,
take off running,Ep,hab,tòòj.atanáawstiískóʔi,to²¹j.a²ta²na³²wsti²³sko³ʔi²,
take off running,2p,hab,tééj.atanáawstiískóʔi,te³³j.a²ta²na³²wsti²³sko³ʔi²,
take off running,3p,hab,tààn.atanáawstiískóʔi,ta²¹n.a²ta²na³²wsti²³sko³ʔi²,
take off running,1s,rempast,ààkw.atanáawsthanvv́ʔi,a²¹kw.a²ta²na³²wstha²nv²³ʔi²,
take off running,2s,rempast,j.atanáawsthanvv́ʔi,j.a²ta²na³²wstha²nv²³ʔi²,
take off running,3s,rempast,ùù.tanáawsthanvv́ʔi,u²¹.ta²na³²wstha²nv²³ʔi²,
take off running,Id,rempast,teekín.atanáawsthanvv́ʔi,te²²ki³n.a²ta²na³²wstha²nv²³ʔi²,
take off running,Ed,rempast,tòòkin.atanáawsthanvv́ʔi,to²¹ki²n.a²ta²na³²wstha²nv²³ʔi²,
take off running,2d,rempast,teest.átánáawsthanvv́ʔi,te²²st.a³ta³na³²wstha²nv²³ʔi²,
take off running,Ip,rempast,téék.atanáawsthanvv́ʔi,te³³k.a²ta²na³²wstha²nv²³ʔi²,
take off running,Ep,rempast,tòòk.atanáawsthanvv́ʔi,to²¹k.a²ta²na³²wstha²nv²³ʔi²,
take off running,2p,rempast,tééj.atanáawsthanvv́ʔi,te³³j.a²ta²na³²wstha²nv²³ʔi²,
take off running,3p,rempast,tùùn.atanáawsthanvv́ʔi,tu²¹n.a²ta²na³²wstha²nv²³ʔi²,
take off running,1s,reppast,ààkw.atanáawsthanééʔi,a²¹kw.a²ta²na³²wstha²ne³³ʔi²,
take off running,2s,reppast,j.atanáawsthanééʔi,j.a²ta²na³²wstha²ne³³ʔi²,
take off running,3s,reppast,ùù.tanáawsthanééʔi,u²¹.ta²na³²wstha²ne³³ʔi²,
take off running,Id,reppast,teekín.atanáawsthanééʔi,te²²ki³n.a²ta²na³²wstha²ne³³ʔi²,
take off running,Ed,reppast,tòòkin.atanáawsthanééʔi,to²¹ki²n.a²ta²na³²wstha²ne³³ʔi²,
take off running,2d,reppast,teest.átánáawsthanééʔi,te²²st.a³ta³na³²wstha²ne³³ʔi²,
take off running,Ip,reppast,téék.atanáawsthanééʔi,te³³k.a²ta²na³²wstha²ne³³ʔi²,
take off running,Ep,reppast,tòòk.atanáawsthanééʔi,to²¹k.a²ta²na³²wstha²ne³³ʔi²,
take off running,2p,reppast,tééj.atanáawsthanééʔi,te³³j.a²ta²na³²wstha²ne³³ʔi²,
take off running,3p,reppast,tùùn.atanáawsthanééʔi,tu²¹n.a²ta²na³²wstha²ne³³ʔi²,
take off running,1s,immpast,k.atanáawsta,k.a²ta²na³²wsta²,
take off running,2s,immpast,h.atanáawsta,h.a²ta²na³²wsta²,
take off running,3s,immpast,àà.tanáawsta,a²¹.ta²na³²wsta²,
take off running,Id,immpast,téén.atanáawsta,te³³n.a²ta²na³²wsta²,
take off running,Ed,immpast,tòòst.atanáawsta,to²¹st.a²ta²na³²wsta²,
take off running,2d,immpast,teest.atanáawsta,te²²st.a²ta²na³²wsta²,
take off running,Ip,immpast,téét.atanáawsta,te³³t.a²ta²na³²wsta²,
take off running,Ep,immpast,tòòj.atanáawsta,to²¹j.a²ta²na³²wsta²,
take off running,2p,immpast,tééj.atanáawsta,te³³j.a²ta²na³²wsta²,
take off running,3p,immpast,tààn.atanáawsta,ta²¹n.a²ta²na³²wsta²,
take off running,1s,fut,tak.atánààwstháni,ta²k.a²ta³na²¹wstha³ni²,
take off running,2s,fut,th.atánààwstháni,th.a²ta³na²¹wstha³ni²,
take off running,3s,fut,tv.tánààwstháni,tv².ta³na²¹wstha³ni²,
take off running,Id,fut,tootáan.atanáawstháni,to²²ta³²n.a²ta²na³²wstha³ni²,
take off running,Ed,fut,tootayóóst.atanáawstháni,to²²ta²yo³³st.a²ta²na³²wstha³ni²,
take off running,2d,fut,tootast.átánáawstháni,to²²ta²st.a³ta³na³²wstha³ni²,
take off running,Ip,fut,tootáaj.atanáawstháni,to²²ta³²j.a²ta²na³²wstha³ni²,
take off running,Ep,fut,tootayóój.atanáawstháni,to²²ta²yo³³j.a²ta²na³²wstha³ni²,
take off running,2p,fut,tootáaj.atanáawstháni,to²²ta³²j.a²ta²na³²wstha³ni²,
take off running,3p,fut,tootvv́n.átanààwstháni,to²²tv²³n.a³ta²na²¹wstha³ni²,
take off running,1s,inf,akw.atanààwstóóhti,a²kw.a²ta²na²¹wsto³³hti²,
take off running,2s,inf,j.atanààwstóóhti,j.a²ta²na²¹wsto³³hti²,
take off running,3s,inf,uu.tanààwstóóhti,u²².ta²na²¹wsto³³hti²,
take off running,Id,inf,tikin.atanààwstóóhti,ti²ki²n.a²ta²na²¹wsto³³hti²,
take off running,Ed,inf,jookin.atanààwstóóhti,jo²²ki²n.a²ta²na²¹wsto³³hti²,
take off running,2d,inf,tist.atanààwstóóhti,ti²st.a²ta²na²¹wsto³³hti²,
take off running,Ip,inf,tììk.atanààwstóóhti,ti²¹k.a²ta²na²¹wsto³³hti²,
take off running,Ep,inf,jook.atanààwstóóhti,jo²²k.a²ta²na²¹wsto³³hti²,
take off running,2p,inf,tììj.atanààwstóóhti,ti²¹j.a²ta²na²¹wsto³³hti²,
take off running,3p,inf,juun.atanààwstóóhti,ju²²n.a²ta²na²¹wsto³³hti²,
take off running,1s,presimp,k.atánààwsta,k.a²ta³na²¹wsta²,
take off running,2s,presimp,h.atanààwsta,h.a²ta²na²¹wsta²,
take off running,3s,presimp,w.atánààwsta,w.a²ta³na²¹wsta²,
take off running,Id,presimp,tììn.atánààwsta,ti²¹n.a²ta³na²¹wsta²,
take off running,Ed,presimp,witoóst.átanààwsta,wi²to²³st.a³ta²na²¹wsta²,
take off running,2d,presimp,tist.atánààwsta,ti²st.a²ta³na²¹wsta²,
take off running,Ip,presimp,tììt.atánààwsta,ti²¹t.a²ta³na²¹wsta²,
take off running,Ep,presimp,witoój.átanààwsta,wi²to²³j.a³ta²na²¹wsta²,
take off running,2p,presimp,tììj.atánààwsta,ti²¹j.a²ta³na²¹wsta²,
take off running,3p,presimp,witan.átanààwsta,wi²ta²n.a³ta²na²¹wsta²,
take off running,1s,futimp,k.atanáawsthanvvʔi,k.a²ta²na³²wstha²nv²²ʔi²,
take off running,2s,futimp,h.atanáawsthanvvʔi,h.a²ta²na³²wstha²nv²²ʔi²,
take off running,3s,futimp,àà.tanáawsthanvvʔi,a²¹.ta²na³²wstha²nv²²ʔi²,
take off running,Id,futimp,téén.atanáawsthanvvʔi,te³³n.a²ta²na³²wstha²nv²²ʔi²,
take off running,Ed,futimp,tòòst.atanáawsthanvvʔi,to²¹st.a²ta²na³²wstha²nv²²ʔi²,
take off running,2d,futimp,teest.átánáawsthanvvʔi,te²²st.a³ta³na³²wstha²nv²²ʔi²,
take off running,Ip,futimp,téét.atanáawsthanvvʔi,te³³t.a²ta²na³²wstha²nv²²ʔi²,
take off running,Ep,futimp,tòòj.atanáawsthanvvʔi,to²¹j.a²ta²na³²wstha²nv²²ʔi²,
take off running,2p,futimp,tééj.atanáawsthanvvʔi,te³³j.a²ta²na³²wstha²nv²²ʔi²,
take off running,3p,futimp,tààn.atanáawsthanvvʔi,ta²¹n.a²ta²na³²wstha²nv²²ʔi²,
take out of a container (animate) (involuntary),1s,pres,jii.lééʔa,ji²².le³³ʔa²,
take out of a container (animate) (involuntary),2s,pres,hii.lééʔa,hi²².le³³ʔa²,
take out of a container (animate) (involuntary),3s,pres,ka.lééʔa,ka².le³³ʔa²,
take out of a container (animate) (involuntary),Id,pres,èènii.lééʔa,e²¹ni²².le³³ʔa²,
take out of a container (animate) (involuntary),Ed,pres,òòstii.lééʔa,o²¹sti²².le³³ʔa²,
take out of a container (animate) (involuntary),2d,pres,èèstii.lééʔa,e²¹sti²².le³³ʔa²,
take out of a container (animate) (involuntary),Ip,pres,èètii.lééʔa,e²¹ti²².le³³ʔa²,
take out of a container (animate) (involuntary),Ep,pres,òòjii.lééʔa,o²¹ji²².le³³ʔa²,
take out of a container (animate) (involuntary),2p,pres,èèjii.lééʔa,e²¹ji²².le³³ʔa²,
take out of a container (animate) (involuntary),3p,pres,àànii.lééʔa,a²¹ni²².le³³ʔa²,
take out of a container (animate) (involuntary),1s,hab,jii.lééskóóʔi,ji²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),2s,hab,hii.lééskóóʔi,hi²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),3s,hab,ka.lééskóóʔi,ka².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),Id,hab,èènii.lééskóóʔi,e²¹ni²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),Ed,hab,òòstii.lééskóóʔi,o²¹sti²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),2d,hab,èèstii.lééskóóʔi,e²¹sti²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),Ip,hab,èètii.lééskóóʔi,e²¹ti²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),Ep,hab,òòjii.lééskóóʔi,o²¹ji²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),2p,hab,èèjii.lééskóóʔi,e²¹ji²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),3p,hab,àànii.lééskóóʔi,a²¹ni²².le³³sko³³ʔi²,
take out of a container (animate) (involuntary),1s,rempast,jii.léésvv́ʔi,ji²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),2s,rempast,hii.léésvv́ʔi,hi²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),3s,rempast,ùù.léésvv́ʔi,u²¹.le³³sv²³ʔi²,
take out of a container (animate) (involuntary),Id,rempast,èènii.léésvv́ʔi,e²¹ni²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),Ed,rempast,òòstii.léésvv́ʔi,o²¹sti²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),2d,rempast,èèstii.léésvv́ʔi,e²¹sti²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),Ip,rempast,èètii.léésvv́ʔi,e²¹ti²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),Ep,rempast,òòjii.léésvv́ʔi,o²¹ji²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),2p,rempast,èèjii.léésvv́ʔi,e²¹ji²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),3p,rempast,ùùnii.léésvv́ʔi,u²¹ni²².le³³sv²³ʔi²,
take out of a container (animate) (involuntary),1s,reppast,jii.léésééʔi,ji²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),2s,reppast,hii.léésééʔi,hi²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),3s,reppast,ùù.léésééʔi,u²¹.le³³se³³ʔi²,
take out of a container (animate) (involuntary),Id,reppast,èènii.léésééʔi,e²¹ni²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),Ed,reppast,òòstii.léésééʔi,o²¹sti²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),2d,reppast,èèstii.léésééʔi,e²¹sti²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),Ip,reppast,èètii.léésééʔi,e²¹ti²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),Ep,reppast,òòjii.léésééʔi,o²¹ji²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),2p,reppast,èèjii.léésééʔi,e²¹ji²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),3p,reppast,ùùnii.léésééʔi,u²¹ni²².le³³se³³ʔi²,
take out of a container (animate) (involuntary),1s,immpast,jii.léki,ji²².le³ki²,
take out of a container (animate) (involuntary),2s,immpast,hii.léki,hi²².le³ki²,
take out of a container (animate) (involuntary),3s,immpast,ka.léki,ka².le³ki²,
take out of a container (animate) (involuntary),Id,immpast,èènii.léki,e²¹ni²².le³ki²,
take out of a container (animate) (involuntary),Ed,immpast,òòstii.léki,o²¹sti²².le³ki²,
take out of a container (animate) (involuntary),2d,immpast,èèstii.léki,e²¹sti²².le³ki²,
take out of a container (animate) (involuntary),Ip,immpast,èètii.léki,e²¹ti²².le³ki²,
take out of a container (animate) (involuntary),Ep,immpast,òòjii.léki,o²¹ji²².le³ki²,
take out of a container (animate) (involuntary),2p,immpast,èèjii.léki,e²¹ji²².le³ki²,
take out of a container (animate) (involuntary),3p,immpast,àànii.léki,a²¹ni²².le³ki²,
take out of a container (animate) (involuntary),1s,fut,tajií.léesi,ta²ji²³.le³²si²,
take out of a container (animate) (involuntary),2s,fut,thií.léesi,thi²³.le³²si²,
take out of a container (animate) (involuntary),3s,fut,taka.léesi,ta²ka².le³²si²,
take out of a container (animate) (involuntary),Id,fut,tayeéníí.lèèsi,ta²ye²³ni³³.le²¹si²,
take out of a container (animate) (involuntary),Ed,fut,tayoóstíí.lèèsi,ta²yo²³sti³³.le²¹si²,
take out of a container (animate) (involuntary),2d,fut,tayeéstíí.lèèsi,ta²ye²³sti³³.le²¹si²,
take out of a container (animate) (involuntary),Ip,fut,tayeétíí.lèèsi,ta²ye²³ti³³.le²¹si²,
take out of a container (animate) (involuntary),Ep,fut,tayoójíí.lèèsi,ta²yo²³ji³³.le²¹si²,
take out of a container (animate) (involuntary),2p,fut,tayeéjíí.lèèsi,ta²ye²³ji³³.le²¹si²,
take out of a container (animate) (involuntary),3p,fut,tvv́níí.lèèsi,tv²³ni³³.le²¹si²,
take out of a container (animate) (involuntary),1s,inf,jii.lèèsti,ji²².le²¹sti²,
take out of a container (animate) (involuntary),2s,inf,hii.lèèsti,hi²².le²¹sti²,
take out of a container (animate) (involuntary),3s,inf,uu.lèèsti,u²².le²¹sti²,
take out of a container (animate) (involuntary),Id,inf,eenii.lèèsti,e²²ni²².le²¹sti²,
take out of a container (animate) (involuntary),Ed,inf,oostii.lèèsti,o²²sti²².le²¹sti²,
take out of a container (animate) (involuntary),2d,inf,eestii.lèèsti,e²²sti²².le²¹sti²,
take out of a container (animate) (involuntary),Ip,inf,eetii.lèèsti,e²²ti²².le²¹sti²,
take out of a container (animate) (involuntary),Ep,inf,oojii.lèèsti,o²²ji²².le²¹sti²,
take out of a container (animate) (involuntary),2p,inf,eejii.lèèsti,e²²ji²².le²¹sti²,
take out of a container (animate) (involuntary),3p,inf,uunii.lèèsti,u²²ni²².le²¹sti²,
take out of a container (animate) (involuntary),1s,presimp,jií.léki,ji²³.le³ki²,
take out of a container (animate) (involuntary),2s,presimp,hii.leki,hi²².le²ki²,
